country,2020
Austria,28.60
Belgium,30.10
Bulgaria,33.80
Croatia,32.60
Cyprus,23.90
Czechia,31.20
Denmark,31.10
Estonia,31.70
Finland,36.00
France,33.00
Germany,33.80
Greece,35.10
Hungary,30.50
Ireland,22.10
Italy,36.30
Latvia,32.50
Lithuania,31.10
Luxembourg,21.10
Malta,28.80
Netherlands,30.20
Poland,27.50
Portugal,34.50
Romania,29.00
Slovakia,24.50
Slovenia,31.60
Spain,30.00
Sweden,32.00
